INC209R_IDENTIFIER,INC_IDENTIFIER,REPORT_FROM_DATE,REPORT_TO_DATE,CURR_INCIDENT_AREA,PCT_CONTAINED_COMPLETED,SIGNIF_EVENTS_SUMMARY,HAZARDS_MATLS_INVOLVMENT_NARR,DAMAGE_ASSESSMENT_INFO,LIFE_SAFETY_HEALTH_STATUS_NARR,WEATHER_CONCERNS_NARR,PROJECTED_ACTIVITY_12,PROJECTED_ACTIVITY_24,PROJECTED_ACTIVITY_48,PROJECTED_ACTIVITY_72,PROJECTED_ACTIVITY_GT72,CURRENT_THREAT_12,CURRENT_THREAT_24,CURRENT_THREAT_48,CURRENT_THREAT_72,CURRENT_THREAT_GT72,CRIT_RES_NEEDS_12,CRIT_RES_NEEDS_24,CRIT_RES_NEEDS_48,CRIT_RES_NEEDS_72,CRIT_RES_NEEDS_GT72,STRATEGIC_DISCUSSION,PLANNED_ACTIONS,EST_IM_COST_TO_DATE,COMPLEXITY_LEVEL_DESCRIPTION,FUEL_MODEL_DESCRIPTION,COMMERCIAL_DAMAGED,COMMERCIAL_DESTROYED,COMMERCIAL_THREATENED_72,MFR_DAMAGED,MFR_DESTROYED,MFR_THREATENED_72,MIXED_USE_DAMAGED,MIXED_USE_DESTROYED,MIXED_USE_THREATENED_72,OUTBUILDINGS_DAMAGED,OUTBUILDINGS_DESTROYED,OUTBUILDINGS_THREATENED_72,SFR_DAMAGED,SFR_DESTROYED,SFR_THREATENED_72,AIR_ATTACK_PERSONNEL,AIR_ATTACK_QUANTITY,CAMP_CREW_PERSONNEL,CAMP_CREW_QUANTITY,CREW_TYPE_1_PERSONNEL,CREW_TYPE_1_QUANTITY,CREW_TYPE_2IA_PERSONNEL,CREW_TYPE_2IA_QUANTITY,CREW_TYPE_2_PERSONNEL,CREW_TYPE_2_QUANTITY,DOZER_PERSONNEL,DOZER_QUANTITY,ENGINE_TYPE_1_PERSONNEL,ENGINE_TYPE_1_QUANTITY,ENGINE_TYPE_2_PERSONNEL,ENGINE_TYPE_2_QUANTITY,ENGINE_TYPE_3_PERSONNEL,ENGINE_TYPE_3_QUANTITY,ENGINE_TYPE_4_PERSONNEL,ENGINE_TYPE_4_QUANTITY,ENGINE_TYPE_5_PERSONNEL,ENGINE_TYPE_5_QUANTITY,ENGINE_TYPE_6_PERSONNEL,ENGINE_TYPE_6_QUANTITY,ENGINE_TYPE_7_PERSONNEL,ENGINE_TYPE_7_QUANTITY,FIXED_WING_AIR_TACTICAL_PERSONNEL,FIXED_WING_AIR_TACTICAL_QUANTITY,HELICOPTER_TYPE_1_PERSONNEL,HELICOPTER_TYPE_1_QUANTITY,HELICOPTER_TYPE_2_PERSONNEL,HELICOPTER_TYPE_2_QUANTITY,HELICOPTER_TYPE_3_PERSONNEL,HELICOPTER_TYPE_3_QUANTITY,MASTICATOR_PERSONNEL,MASTICATOR_QUANTITY,MOBILE_COMMUNICATIONS_CENTER_PERSONNEL,MOBILE_COMMUNICATIONS_CENTER_QUANTITY,MOBILE_KITCHEN_UNIT_PERSONNEL,MOBILE_KITCHEN_UNIT_QUANTITY,OVERHEAD_PERSONNEL,OVERHEAD_QUANTITY,SKIDGINE_PERSONNEL,SKIDGINE_QUANTITY,SUPPORT_WATER_TENDER_PERSONNEL,SUPPORT_WATER_TENDER_QUANTITY,TACTICAL_WATER_TENDER_PERSONNEL,TACTICAL_WATER_TENDER_QUANTITY,TRACTOR_PLOW_TYPE_1_PERSONNEL,TRACTOR_PLOW_TYPE_1_QUANTITY,PUBLIC_EVACUATED_THIS_REP_PERIOD,PUBLIC_EVACUATED_TO_DATE,PUBLIC_SHELTER_IN_PLACE_THIS_REP_PERIOD,PUBLIC_SHELTER_IN_PLACE_TO_DATE,RESPONDER_EVACUATED_THIS_REP_PERIOD,RESPONDER_EVACUATED_TO_DATE,RESPONDER_FATALATIES_THIS_REP_PERIOD,RESPONDER_FATALATIES_TO_DATE,RESPONDER_INJURED_OR_ILL_THIS_REP_PERIOD,RESPONDER_INJURED_OR_ILL_TO_DATE,RESPONDER_SHELTER_IN_PLACE_THIS_REP_PERIOD,RESPONDER_SHELTER_IN_PLACE_TO_DATE,AREA_RESTRICTION_IN_EFFECT,EVACUATION_IN_PROGRESS,NO_LIKELY_THREAT,PLANNING_FOR_EVACUATION,PLANNING_FOR_SHELTER_IN_PLACE,POTENTIAL_FUTURE_THREAT,REPOPULATION_IN_PROGRESS,SHELTER_IN_PLACE_IN_PROGRESS,FULL_SUPPRESSION
4331949,4327598,2016-07-30 08:00:00,2016-07-30 20:00:00,35540,15,Slightly cooler weather but the fire remained active on the eastern and southern flanks of the fire. ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.",A Damage Inspection Team is working in colaboration with Monterey County OES  on assessment of damaged structures and infrastructure. ,"A State of Emergency has been declared by the Governor. An FMAG has been approved. Current and forecasted ERCs levels are redefining conventional thought to a model that could produce potential spread of up to 20,000 acres in an operational period. Evacua",Marine layer up to 2000 feet along the West side of the fire and 1500 feet in Carmel Valley but not impacting the main fire area. Continued hot and dry across most of the fire area above 1500 feet except cooler along Highway 1 with good humidity recovery.,"Fire will continue to be active through the night, activity may increase after midnight.  ",Fire will continue to move south into the south fork of the Little Sur River and north into the Ponciano Ridge.  ,No significant winds are anticipated but the fire remains active in Uncle Sam Mountain area and Ponciano Ridge area. The fire will still be difficult control.  ,"Still no major winds are anticipated and fuels will not recover moisture any time soon, so rates of spread will be  slow but resistance to control will be high.  Continued slow movement to the south and east.  The fire could be across the South Fork of th",,,,,,Will be determined based on operational success and fire behavior. ,,,If resource requests are met no additional resource needs are anticipated.,,,,,36700000,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,2000.0,,,137.0,10.0,397.0,24.666666666666668,,,147.5,7.25,54.666666666666664,23.666666666666668,285.6666666666667,68.33333333333333,10.5,2.5,137.0,34.333333333333336,,,,,44.0,13.5,,,,,12.0,4.0,12.666666666666666,3.0,6.0,3.0,,,3.6666666666666665,1.6666666666666667,8.0,4.0,69.07692307692308,0.0,,,89.0,46.0,,,,,,,,,,,0.0,1.0,1.0,0.0,,,,Y,,Y,,,,,100.0
4332506,4327598,2016-07-30 20:00:00,2016-07-31 08:00:00,38007,15,Fire behavior remained moderate overnight with continued spread to the south and east. ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.",A Damage Inspection Team is working in colaboration with Monterey County OES  on assessment of damaged structures and infrastructure. ,"A State of Emergency has been declared by the Governor. An FMAG has been approved. Current and forecasted ERCs levels are redefining conventional thought to a model that could produce potential spread of up to 20,000 acres in an operational period. Evacua",Marine layer up to 2000 feet along the West side of the fire and 1500 feet in Carmel Valley but not impacting the main fire area. Continued hot and dry across most of the fire area above 1500 feet except cooler along Highway 1 with good humidity recovery.,Fire will continue to move south into the south fork of the Little Sur River and north into the Ponciano Ridge.  Continued movement to the south and east.,No significant winds are anticipated but the fire remains active in Uncle Sam Mountain area and Ponciano Ridge area. The fire will still be difficult control. Continues movement to the south and east.,"Still no major winds are anticipated and fuels will not recover moisture any time soon, so rates of spread will be slow but resistance to control will be high.  Continued slow movement to the south and east.  The fire could be across the South Fork of the",,,,,,,Will be determined based on operational success and fire behavior. ,,,If resource requests are met no additional resource needs are anticipated.,,,,,37300000,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,137.0,10.0,397.0,24.666666666666668,,,147.5,7.25,54.666666666666664,23.666666666666668,285.6666666666667,68.33333333333333,10.5,2.5,137.0,34.333333333333336,,,,,44.0,13.5,,,,,12.0,4.0,12.666666666666666,3.0,6.0,3.0,,,3.6666666666666665,1.6666666666666667,8.0,4.0,69.07692307692308,0.0,,,89.0,46.0,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,Y,,Y,,,,,100.0
4332569,4327598,2016-08-06 08:00:00,2016-08-06 20:00:00,56500,45,The fire continues creeping in the understory with the wind in the higher terrain and made minimal progress to the east and south.,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",An interagency team comprised of various Monterey County agencies and the incident are completing damage inspection. PG&E is actively working to repair their damaged infrastructure. AT&T is in the planning phases to repair to repair their infrastructure. ,"Evacuation orders and warnings remain in place for Palo Colorado, Tassajara and Cachagua.  An Air Resource Advisor is assigned to the incident and is working with local and state air quality officials to analyze the impact the smoke is having on the publi",The marine layer will be close to 2000 feet this evening and may deepen to 2500 feet by morning with areas of coastal drizzle. Moderate RH recovery in the hills and good RH recovery lower slopes and Highway 1.  Winds from the west at 5-10 mph on the ridge,The fire is expected to have minimal movement to the east and south in the area of Uncle Sam Mountain and Luntz Ridge.,"The fire is expected to creep to the east and south. 
","The fire is expected to continue to creep in understory moving approximately a half mile to the east and south.  
",Fire progression is expected to continue to move south and east toward Ventana Double Cone and the Coast Ridge.,Fire progression is expected to continue to move south and east toward Ventana Double Cone and the Coast Ridge.,,,,,,No critical resources are needed. ,,,,,,,86000000,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,,,129.0,11.5,404.6666666666667,24.666666666666668,,,182.6,8.6,30.75,13.5,37.5,9.0,6.0,1.0,157.28571428571428,35.42857142857143,,,,,22.2,6.6,,,,,12.0,4.0,15.333333333333334,3.3333333333333335,9.0,4.0,,,3.6666666666666665,1.3333333333333333,8.5,2.0,83.07142857142857,0.0,,,47.5,27.5,,,,,200.0,0.0,,,,,0.0,1.0,1.0,3.0,,,,Y,,Y,,,Y,,100.0
4333332,4327598,2016-08-02 20:00:00,2016-08-03 08:00:00,45800,25,Dry night time conditions allowed the fire to creep through the night and firing operations were successful late into the evening.    ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",A Damage Inspection Team is working in colaboration with Monterey County OES  on assessment of damaged structures and infrastructure. ,A State of Emergency has been declared by the Governor. An FMAG has been approved. Evacuation orders and warnings remain in place. The fire has impacted power transmission lines and the team is actively engaged with PG&E to mitigate their concerns with re,The marine layer will remain near 1500 to 2000 feet deep today.  Ridge winds will remain from the northwest with smoke blowing away from Carmel Valley and the Monterey peninsula. Conditions will continued to be warm and dry above the marine layer today.  ,"The fire will have continued growth in a south/southeast direction.  With little to no influence from wind, it will take advantage of heavy fuel loading and slope. Fire progression will be approximatley a half mile spread to the east and south.  ","The fire will have continued growth in a south/southeast direction.  With little to no influence from wind, it will take advantage of heavy fuel loading and slope. Fire progression will be approximatley a half mile spread to the east and south.  ","The fire will continue to creep in understory moving an additional half mile spread to the east and south.  
",,,,,,,Will be determined based on operational success and fire behavior. ,,,,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,2000.0,,,81.5,8.0,409.3333333333333,25.0,,,162.75,8.0,42.0,18.0,313.0,75.0,9.0,2.0,131.9,32.3,,,,,44.0,13.5,,,,,12.0,4.0,12.666666666666666,3.0,9.0,4.0,,,4.0,1.3333333333333333,8.5,2.0,77.07142857142857,0.0,,,47.0,27.0,,,,,300.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,Y,,Y,,,,,100.0
4327599,4327598,2016-07-23 08:00:00,2016-07-23 20:00:00,1800,0,,"Brush on the slopes with grass on the ridgelines, with pockets of timber","Community of Palo Colorado, northern Big Sur area

Possibly 5 structures destroyed",Evacuation Center set up at Carmel Middle School. Committed 1 overhead to shelter in place with those at the Pico Blanco Boy Scout Camp.,"Low relative humidity above the marine layer, with elevated temperatures.  Wind actively pushing the fire.  Potential for thunderstorm development.","Today, fire activity is expected to be reduced in the morning, but will increase as the temperature increases continue.  Activity in the draws and bowls will continue without direct attack, with falling tree issues.","The fire made significant runs last night and the community of Palo Colorado and Pico Blanco Boy Scout Camp are threatened, with the arrival of the fire expected before 1200 hours. The winds also shifted to the North-east pushing the fire towards Hwy 1.","Palo Colorado and the greater Big Sur area have the potential for fire to cause mass evacuations. Additionally, the fire may make runs toward Los Padres National Forest FRA/Fed DPA.","Carmel Valley, Palo COlorado, and Big Sur are the concerns for future incident growth.",Incident stabilization and mop up,500 structures,"1000 structures, including Pico Blanco Scout Reservation, with 300 campers having no evacuation route (shelter in place) if Palo Colorado Road is compromised.","1600 structures in Palo Colorado and Big Sur, as well as possibly moving to Carmel Valley",Continued 1600 structures threatened,,"4 Type 1 Tankers, 2 Type 2 Tankers, 12 Type I crew strike teams","Type I IMT will be in place today, extended punch lists positions still to be filled",Unknown,Unknown,Unknown,,Indirect attack,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1000.0,,,,,180.0,12.0,,,,,12.0,8.0,,,,,85.0,25.0,,,,,,,,,,,2.0,1.0,24.0,3.0,,,,,,,,,6.0,0.0,,,,,,,,,300.0,0.0,200.0,0.0,,,,,,,1.0,0.0,,Y,,,,Y,,Y,100.0
4328601,4327598,2016-08-05 08:00:00,2016-08-05 20:00:00,53900,40,The fire continued creeping in the understory with the wind in the higher terrain of Division K and O.  Further progress to the east was less than half a mile.  ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",An interagency team comprised of various Monterey County agencies and the incident are completing damage inspection. PG&E is actively working to repair their damaged infrastructure. AT&T is in the planning phases to repair to repair their infrastructure. ,"Evacuation orders and warnings remain in place for Palo Colorado, White Rock, Rancho San Carlos, Tassajara and Cachagua.  An Air Resource Advisor is assigned to the incident and is working with local and state air quality officials to analyze the impact t",The marine layer will be around 2500 feet tonight with cooler temperatures and good humidity recovery over most of the fire except moderate on the hills above 3000 feet.  Cooler overnight lows in the 50s and 60s.  Continued cooler temperatures with a deep,The fire will move approximately half mile to the east and south in the area of Uncle Sam Mountain and Luntz Ridge.,"The fire will creep to the east and south.  Minimal fire spread except in wind exposed ridges.   
","The fire will continue to creep in understory moving  approximately a half mile to the east and south.  
","Fire progression continues to move south and east toward Ventana Double Cone and Post Summit.  
","Fire progression continues to move south and east toward Ventana Double Cone and Post Summit.  
",,,,,,,,,,,,,79100000,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,120.5,11.0,411.0,25.0,,,179.2,8.4,28.0,12.2,128.5,32.0,6.0,1.0,157.33333333333334,36.55555555555556,,,,,20.4,6.4,,,,,12.0,4.0,15.333333333333334,3.3333333333333335,9.0,4.0,,,3.6666666666666665,1.3333333333333333,8.5,2.0,82.5,0.0,,,47.5,27.5,,,,,300.0,0.0,,,,,0.0,1.0,0.0,3.0,,,,Y,,Y,,,,,100.0
4329177,4327598,2016-08-12 08:00:00,2016-08-12 20:00:00,70615,60,"Branch I, II, IX 
No movement of the fire, some interior islands smoldering. Continued to patrol and conduct suppression repair.

Branch III
Active backing, roll out, accompanied with short runs back into the main fire in the Elephant Mountain area and we","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",An inter-agency team comprised of various Monterey County agencies and the incident is completing damage inspection. PG&E has re-energized lines in portions of the fire. ,"EVACUATION ORDERS: Areas are under evacuation order include Coast Rd, South of the 2-mile marker to Hwy 1 at Andrew Molera State Park and all areas accessed by this road remain under an evacuation order. Approximately 380 people remain evacuated. 

EVACUA",A shallow marine layer this morning cleared out except for areas along the immediate coast and it is expected to fill back in tonight. High pressure will continue to build in for warm and dry conditions once again on Saturday. RH on the peaks may recover ,Continued backing on Elephant mountain toward the Carmel River.  Continued backing in the Coast Ridge area above Big Sur.  Continued backing into the Carmel and Ventana drainages.   A second burn period expected above 2000' in the predawn hours.,The fire will creep to the south on the interior flank of the fire with small isolated runs back in to the main fire in the Elephant Mountain Area.  On the coastal side of the fire it will continue to back down into the Ventana Creek and Big Sur River Dra,,,,,,,,,,,,,,,,118700000,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,,,114.0,8.0,282.0,16.75,,,176.66666666666666,8.0,28.5,13.75,14.0,4.0,,,111.875,24.5,3.0,1.0,,,23.0,5.714285714285714,,,2.0,1.0,10.666666666666666,1.6666666666666667,13.25,2.25,7.0,2.5,,,3.6666666666666665,1.6666666666666667,39.0,3.0,81.0,0.0,,,110.0,68.0,4.5,2.5,,,380.0,0.0,,,,,0.0,1.0,0.0,3.0,,,,,,Y,,Y,,,100.0
4330252,4327598,2016-09-16 08:00:00,2016-09-16 20:00:00,108281,59,Fire activity has increased but continues to be moderated and is recovering from unusual marine layer that pushed on land almost to the San Joaquin Valley three days ago. This affected the whole fire area by minimizing fire activity throughout. Clear skie,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"Evacuation order remains in effect for:

All residents along the Tassajara Road south of Chews Ridge.

Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacua","West Operational Area:
Upper ridge building over area will allow marine layer to re-establish near the coast around 1000', but should not impact the coast. Expect northeasterly winds again continuing into mid-morning, giving way to breezy westerly winds i","The southeast head of the fire that had progressed into the upper reaches of the Arroyo Sec will continue to put up some smoke, when opportunities for larger fuels that retaining heat in the drainages align, they have potential to flare up and move the fi",,,"Increase in temperature and instability are forecasted for the weekend, this will increase potential fire activity overall.","Fire activity and spread may be influenced by weather events, weather and topography alignment and firing operations.",,,,,,,,,,,,,,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,1.0,1.0,149.0,12.0,90.0,4.5,60.5,3.0,11.0,1.0,7.0,4.666666666666667,4.0,1.0,,,46.857142857142854,9.428571428571429,,,6.0,3.0,21.333333333333332,10.333333333333334,,,,,5.5,4.0,37.0,2.0,8.0,1.0,2.0,2.0,,,,,44.75,0.0,7.0,4.0,52.0,51.0,7.333333333333333,3.6666666666666665,1.0,1.0,22.0,0.0,30.0,0.0,,,0.0,1.0,1.0,6.0,,,,Y,,,,Y,,Y,100.0
4331403,4327598,2016-08-04 08:00:00,2016-08-04 20:00:00,51200,30,"Despite higher humidity and lower temperatures the fuels responded to increased sunlight and a slight increase in wind to make slope and fuel driven runs on the south and east side of the fire. 
","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",An interagency team comprised of various Monterey County agencies and the incident are completing damage inspection. PG&E is actively working to repair their damaged infrastructure. AT&T is in the planning phases to repair to repair their infrastructure. ,"Evacuation orders and warnings remain in place for Palo Colorado, White Rock, Rancho San Carlos, Tassajara and Cachagua.  An Air Resource Advisor is assigned to the incident and is working with local and state air quality officials to analyze the impact t",A cooling trend started today with the marine layer at 2200 feet and deepening as an upper trough approaches the coast. Higher humidity is forecast tonight with westerly ridge winds.  The trend for Friday is cooler with higher humidity as the marine layer,Fire could move less than half mile to the east and south in the area of Uncle Sam Mountain and Luntz Ridge. ,"The fire will have continued growth in a south/southeast direction.   The fire will move across ridges above the marine layer levels toward Uncle Sam Mountain, Elephant Mountain and the Carmel River trail.","Fire will continue to creep in understory moving approximately a half mile to the east and south.  
",,,,,,,,"14 Strike Teams of CAL-FIRE hand crews, 4 SKDs, 2 PURCs.",,,,,,,72800000,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,120.5,11.0,411.0,25.0,,,167.75,8.25,31.2,13.2,226.5,54.5,6.0,1.0,153.66666666666666,36.333333333333336,,,,,31.333333333333332,9.666666666666666,,,,,12.0,4.0,12.666666666666666,3.0,9.0,4.0,,,3.6666666666666665,1.6666666666666667,8.5,2.0,79.64285714285714,0.0,,,47.0,27.0,,,,,300.0,0.0,,,,,0.0,1.0,2.0,1.0,,,,Y,,Y,,,,,100.0
4332013,4327598,2016-07-23 08:01:00,2016-07-23 20:00:00,6500,5,"Where wind and slope are aligned the fire is making signifacant runs. Fire behavior remained active through the day with rapid uncontrolled fire growth to the north, south and east. ","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.",Assessment of damaged structures and infrastructure continues. The report of 5 damaged single residences on the previous 209 has been removed until a more thorough inspection can be completed. ,"Mandatory evacuations are in place and expanded through the day as the fire perimeter grew to the south, north and east. ","Observed weather; 85-95 degrees, humidity in the teens. Winds WNW 5-10 mph. Continued hot and dry conditions with poor night time humidity recovery above the marine layer. ","Tonight the fire is expected to be active, mimicking daytime burning conditions.  Ridge top winds may exceed 25 mph pushing the fire deeper into inaccessible areas.","Hot, dry and windy conditions will continue. Fire behavior is expected to be active where slope and wind are in allignment.",A slight cooling trend predicted for the 25th may help control efforts in previously inaccessible areas. ,A slight cooling trend predicted for the 25th may help control efforts in previously inaccessible areas. ,A slight cooling trend predicted for the 25th may help control efforts in previously inaccessible areas. ,"Threats exist to residences, critical power infrastructure, watersheds, cultural and heritage resources. Mandatory evacuations will continue in order to address life safety issues. Growth to the south will impact the areas of Palo Colorado with estimated ",,,,None,,,,,none,,,2000000,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,,,360.0,21.0,,,,,19.5,7.5,,,,,84.0,28.0,,,,,,,,,,,8.0,3.0,16.0,2.0,2.0,1.0,,,4.0,1.0,22.0,1.0,24.166666666666668,0.0,,,,,,,,,300.0,0.0,200.0,0.0,,,,,,,,,,Y,,,,,,,100.0
4332640,4327598,2016-08-03 20:00:00,2016-08-04 08:00:00,51000,27,Over night activity was moderate. Northwest winds pushed the fire south and east. ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",A Damage Inspection Team is working in colaboration with Monterey County OES  on assessment of damaged structures and infrastructure. ,A State of Emergency has been declared by the Governor. An FMAG has been approved. Evacuation orders and warnings remain in place. The fire has impacted power transmission lines and the team is actively engaged with PG&E to mitigate their concerns with re,"The marine layer will be around 2000 to 2500 feet. There will be a large scale change in weather today as an upper trough approaches the coast which will deepen the marine layer, cool the air aloft and increase humidity. 

Observed weather Wednesday night",The fire will have continued growth in a south/southeast direction.  The fire will move across ridges above the marine layer levels toward Uncle Sam Mountain and Elephant Mountain,The fire will have continued growth in a south/southeast direction.  The fire will move across ridges above the marine layer levels toward Uncle Sam Mountain and Elephant Mountain,"Fire will continue to creep in understory moving approximately a half mile to the east and south.  
","Fire progression continues to move south and east toward Ventana Double Cone and Post Summit.  
","Fire progression continues to move south and east toward Ventana Double Cone and Post Summit.  
",,,,,Will be determined based on operational success and fire behavior. ,,,,,,,,65800000,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,120.5,11.0,409.3333333333333,25.0,,,167.75,8.25,40.5,17.25,258.5,62.5,10.5,2.0,133.2,32.4,,,,,44.0,13.5,,,,,12.0,4.0,12.666666666666666,3.0,9.0,4.0,,,4.0,1.3333333333333333,8.5,2.0,79.28571428571429,0.0,,,47.0,27.0,,,,,300.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,Y,,Y,,,,,100.0
4333401,4327598,2016-08-04 20:00:00,2016-08-05 08:00:00,53690,35,FIre growth was minimal during the late evening hours due to the higher humidity and cooler temperatures. Firing operations continue as conditions allow. ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",An interagency team comprised of various Monterey County agencies and the incident are completing damage inspection. PG&E is actively working to repair their damaged infrastructure. AT&T is in the planning phases to repair to repair their infrastructure. ,"Evacuation orders and warnings remain in place for Palo Colorado, White Rock, Rancho San Carlos, Tassajara and Cachagua.  An Air Resource Advisor is assigned to the incident and is working with local and state air quality officials to analyze the impact t",The marine layer increased to 2500 feet overnight with good RH recovery most of the fire. Still expect a cooling trend today with higher RH due to deep marine layer and cool onshore winds. Ridge winds remain westerly at 5-10 mph with gusts to 15 mph.  Mor,"The fire will have continued growth in a south/southeast direction.   The fire will move across ridges above the marine layer levels toward Uncle Sam Mountain, Elephant Mountain and the Carmel River trail.","The fire will have continued growth in a south/southeast direction.   The fire will move across ridges above the marine layer levels toward Uncle Sam Mountain, Elephant Mountain and the Carmel River trail.","Fire progression will continue to creep in understory moving approximately a half mile to the east and south.  
",,,,,,,,,,,,,,,,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,120.5,11.0,411.0,25.0,,,167.75,8.25,31.2,13.2,226.5,54.5,6.0,1.0,153.66666666666666,36.333333333333336,,,,,31.333333333333332,9.666666666666666,,,,,12.0,4.0,15.333333333333334,3.3333333333333335,9.0,4.0,,,3.6666666666666665,1.3333333333333333,8.5,2.0,79.64285714285714,0.0,,,47.0,27.0,,,,,300.0,0.0,,,,,0.0,1.0,0.0,3.0,,,,Y,,Y,,,,,100.0
4327619,4327598,2016-07-22 11:00:00,2016-07-22 20:00:00,1000,0,"The fire is backing uphill, against the wind to the north, as well as uphill with the wind to the south.  The fire has jumped through retardant lines.  Redwood trees are falling in the fire area.","Brush on the slopes with grass on the ridgelines, with pockets of timber","Community of Palo Colorado, northern Big Sur area",,"Low relative humidity above the marine layer, with elevated temperatures.  Wind actively pushing the fire.  Potential for thunderstorm development.","Overnight, fire activity is expected to decrease, but still continue.  Activity in the draws and bowls will continue without direct attack, with falling tree issues.",The lack of humidity with anticipated wind mean that there is a high likelihood of the fire moving into the community of Palo Colorado.,"Palo Colorado and the greater Big Sur area have the potential for fire to cause mass evacuations. Additionally, the fire may make runs toward Los Padres National Forest FRA/Fed DPA.","Carmel Valley, Palo COlorado, and Big Sur are the concerns for future incident growth.",Incident stabilization and mop up,200 structures,"1000 structures, including Pico Blanco Scout Reservation, with 300 campers having no evacuation route (shelter in place) if Palo Colorado Road is compromised.","1600 structures in Palo Colorado and Big Sur, as well as possibly moving to Carmel Valley",Continued 1600 structures threatened,,"12 Type I crew strike teams, 5 Type III engine stike teams, 3 divisions, 3 branches, 3 Type II dozer strike teams","Type I IMT, with extended punch lists",Unknown,Unknown,Unknown,"Extremely remote and rugged terrain, with limited access.  Falling timber creates a risk to fire personnel.",Indirect attack,500000,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,,,,,45.0,5.0,,,,,12.0,8.0,,,,,20.5,5.5,,,,,,,,,,,2.0,1.0,24.0,3.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,100.0
